Education,Marital_Status,Income,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,MntTotal,TotalCampAccepted,Customer_years
2n Cycle,Married,35684.0,1,0,66,1,1,0,3,6,37,30,0,7
Graduation,Married,48178.0,1,1,69,6,5,1,4,8,46,254,0,9
Master,Single,29548.0,1,0,52,1,1,1,2,4,51,29,1,8
Graduation,Single,63810.0,0,1,45,4,4,3,12,8,55,1371,1,9
PhD,Single,38578.0,1,1,2,3,3,0,3,8,49,73,1,8
Master,Single,46098.0,1,1,86,4,3,2,2,8,46,120,0,9
Graduation,Single,22585.0,0,0,23,1,1,1,2,9,51,81,2,8
Graduation,Single,30279.0,1,0,13,1,1,0,3,8,32,37,0,9
PhD,Together,66426.0,0,1,14,2,3,5,10,6,60,1377,0,8
Graduation,Single,30822.0,1,0,92,1,1,0,3,7,52,51,0,8
PhD,Married,33581.0,2,0,38,1,1,0,2,8,52,17,0,8
Graduation,Married,19986.0,1,0,74,1,0,0,3,7,36,22,0,8
Graduation,Widow,27421.0,0,0,14,3,4,1,6,7,67,324,0,9
2n Cycle,Married,35688.0,2,1,94,7,4,1,4,8,48,211,0,9
Master,Single,36143.0,1,0,33,1,0,1,2,3,40,19,0,7
Graduation,Single,10245.0,1,0,32,3,1,2,2,5,50,41,0,8
Master,Together,43795.0,0,1,11,3,7,3,4,7,53,492,2,8
Graduation,Together,63381.0,0,1,78,4,4,5,13,2,61,1005,0,9
Graduation,Together,38823.0,0,1,56,1,2,1,3,6,72,114,0,9
PhD,Divorced,83664.0,1,1,57,3,2,2,12,5,53,1173,0,8
Graduation,Together,90300.0,0,0,7,0,5,6,8,1,42,1738,1,7
Master,Together,62499.0,1,0,0,2,3,1,6,4,42,222,0,8
Graduation,Single,74293.0,0,0,66,1,5,4,6,2,28,1127,0,7
PhD,Married,51012.0,0,0,86,1,4,1,4,6,75,209,0,8
Master,Married,70777.0,0,1,80,3,5,3,12,3,53,787,0,7
PhD,Together,68682.0,0,0,56,1,4,9,10,2,30,1598,0,8
Graduation,Married,43824.0,1,1,18,4,3,1,4,8,50,186,0,9
Graduation,Together,15345.0,1,0,51,2,1,1,2,8,37,47,1,9
Graduation,Single,23442.0,1,0,71,1,1,0,3,7,34,27,0,9
2n Cycle,Together,14515.0,1,0,71,4,2,2,3,7,41,96,1,9
2n Cycle,Divorced,31395.0,1,1,80,4,2,1,3,6,65,64,0,8
Graduation,Together,75276.0,0,0,2,1,9,4,9,5,56,1040,0,9
Graduation,Single,42373.0,1,1,83,5,2,1,5,5,47,163,0,8
Graduation,Together,30507.0,0,0,29,1,5,1,4,7,61,343,0,8
PhD,Single,55521.0,1,2,11,9,6,3,6,7,66,446,2,8
Graduation,Married,48006.0,1,1,55,1,1,0,3,6,56,41,0,7
PhD,Single,27213.0,1,0,19,3,2,0,4,8,49,70,1,9
PhD,Divorced,65808.0,1,1,1,3,5,1,5,6,50,272,0,7
PhD,Together,30351.0,1,0,19,1,3,0,2,9,47,46,0,8
Graduation,Married,50437.0,0,2,28,3,7,1,8,7,58,490,0,9
2n Cycle,Single,23616.0,1,0,76,2,3,0,3,8,39,79,1,9
Graduation,Married,53858.0,0,1,50,4,4,3,6,4,45,915,0,9
PhD,Married,66465.0,0,1,1,3,11,9,12,6,66,1485,1,8
Graduation,Single,46923.0,1,0,90,3,5,1,7,7,34,369,0,9
Graduation,Together,75072.0,0,1,83,2,5,4,8,3,59,1073,0,8
PhD,Married,75865.0,0,0,73,1,3,5,10,1,78,1242,0,7
2n Cycle,Together,19789.0,1,0,24,3,2,1,3,5,46,78,1,8
Graduation,Together,80134.0,0,0,11,1,2,7,11,5,27,1378,4,7
Graduation,Single,91065.0,0,0,33,1,7,9,9,3,40,1474,3,8
Master,Married,49505.0,1,1,4,9,10,2,8,8,50,751,0,8
PhD,Married,37401.0,1,0,14,2,2,0,3,7,48,48,0,7
Graduation,Married,30096.0,1,0,30,1,2,0,3,6,38,45,0,7
Master,Together,18492.0,1,0,75,1,1,0,2,8,39,10,0,7
Master,Married,82584.0,0,0,26,1,3,4,8,1,47,1435,3,8
PhD,Married,93027.0,0,0,77,0,7,10,5,2,80,2119,1,8
Graduation,Married,48686.0,1,2,8,1,1,0,2,8,68,20,0,8
Graduation,Married,92910.0,0,0,42,1,6,7,13,1,35,1795,3,7
Graduation,Married,75433.0,1,0,28,2,2,5,10,6,32,1188,2,7
2n Cycle,Together,10404.0,1,0,52,2,1,0,4,5,32,43,0,7
Graduation,Married,61314.0,0,1,1,2,5,5,12,3,53,1008,0,8
PhD,Single,84865.0,0,0,1,1,2,4,9,4,60,1688,5,8
Graduation,Married,42387.0,1,0,42,5,8,1,7,8,32,684,0,9
2n Cycle,Together,67309.0,1,1,76,15,9,6,9,7,54,1082,0,8
Graduation,Married,75236.0,0,1,27,1,8,3,13,4,57,1068,0,8
Graduation,Single,30015.0,1,0,28,2,1,0,4,5,51,57,0,7
Master,Together,50943.0,0,1,49,1,1,0,3,5,65,46,0,8
Graduation,Divorced,67272.0,0,1,12,3,6,2,12,5,55,733,0,8
Master,Widow,51529.0,0,1,14,2,9,1,5,8,72,467,0,8
PhD,Married,32011.0,1,0,89,3,2,1,4,7,50,122,0,8
2n Cycle,Married,7500.0,1,0,96,2,2,0,3,8,35,36,0,8
Graduation,Married,28691.0,1,0,56,1,1,0,3,8,32,34,0,8
PhD,Married,56223.0,0,1,72,2,2,1,5,4,73,156,0,8
Graduation,Married,18100.0,0,0,14,1,0,0,3,5,75,14,0,8
Graduation,Single,30279.0,1,0,13,1,1,0,3,8,32,37,0,9
2n Cycle,Married,20130.0,0,0,99,1,1,0,3,8,47,34,0,7
Graduation,Divorced,23295.0,0,0,72,1,1,0,2,8,62,20,0,8
Master,Divorced,42618.0,1,0,92,2,5,0,4,8,49,192,0,8
Graduation,Single,81246.0,0,0,87,1,4,5,7,1,57,1379,2,8
Graduation,Married,24027.0,1,0,7,2,2,0,3,8,45,48,0,8
PhD,Married,55707.0,0,1,91,2,3,2,9,3,68,428,0,8
Graduation,Single,57959.0,0,1,71,5,4,7,11,3,66,868,0,8
Graduation,Married,56796.0,0,1,24,3,8,9,7,7,52,1001,0,8
Master,Single,36230.0,1,0,17,1,2,0,4,5,50,59,0,8
2n Cycle,Married,70829.0,1,1,87,2,4,2,8,3,41,431,0,8
Graduation,Married,65991.0,0,1,21,3,9,5,10,7,45,971,0,9
Graduation,Married,38988.0,1,2,90,7,5,1,6,8,49,348,0,9
2n Cycle,Single,89572.0,0,0,44,1,7,7,9,4,55,2059,3,9
Master,Married,42207.0,1,0,71,4,4,1,5,6,37,265,2,8
Graduation,Married,50300.0,0,1,52,2,2,1,8,2,69,270,0,7
2n Cycle,Together,66664.0,0,0,78,1,5,7,6,3,39,1289,0,9
Graduation,Married,60597.0,0,1,2,4,2,2,8,7,57,893,2,7
Graduation,Widow,70165.0,0,0,60,1,3,7,11,1,72,926,0,8
PhD,Widow,50520.0,0,1,25,2,3,1,3,6,63,135,0,7
Graduation,Married,80124.0,0,0,47,1,3,7,8,1,58,1495,1,7
Graduation,Married,33183.0,1,0,46,2,4,0,3,7,46,120,0,7
PhD,Single,66582.0,0,0,83,1,2,8,9,1,52,1288,0,7
PhD,Together,75261.0,0,0,17,1,5,6,5,2,66,1743,3,8
Graduation,Widow,31880.0,1,0,13,1,1,0,2,8,51,15,0,9
Graduation,Married,53790.0,0,2,86,3,7,2,8,6,70,542,0,7
PhD,Together,49269.0,1,0,92,3,7,3,12,7,50,890,0,9
Graduation,Married,61456.0,0,1,47,4,6,10,13,4,46,1388,0,8
Graduation,Married,37406.0,1,0,18,1,1,0,2,8,41,17,1,8
PhD,Together,56937.0,1,0,81,7,8,6,9,6,40,906,2,9
Graduation,Married,38415.0,1,1,91,2,1,0,3,7,43,44,0,8
Graduation,Single,20518.0,1,0,58,1,1,1,2,5,33,25,0,7
Graduation,Married,62503.0,0,1,40,4,8,3,11,5,65,973,0,8
PhD,Single,41644.0,1,1,67,2,1,0,3,3,49,31,0,7
Master,Married,55842.0,0,1,19,1,7,1,8,5,44,518,0,7
PhD,Married,62010.0,0,1,93,4,6,2,7,5,49,530,0,9
Graduation,Married,41124.0,1,0,41,7,7,3,4,8,44,506,0,9
Master,Married,38961.0,1,0,60,1,2,1,2,7,48,70,0,8
Master,Divorced,37760.0,1,0,54,1,2,0,3,6,49,54,0,8
Graduation,Single,32233.0,1,0,26,2,6,2,2,9,47,296,2,9
Graduation,Married,43057.0,0,1,30,4,4,2,5,5,46,266,0,8
Master,Together,83151.0,0,0,93,1,5,9,4,3,61,747,0,9
PhD,Divorced,78825.0,0,0,35,1,5,10,13,3,57,895,1,9
Master,Together,65104.0,0,1,4,2,3,5,7,7,45,1053,0,8
Graduation,Married,60093.0,0,1,92,2,7,2,10,6,47,735,0,8
Graduation,Married,14045.0,1,0,24,1,1,0,3,7,52,20,0,7
2n Cycle,Widow,28457.0,0,0,96,1,4,1,4,8,69,205,0,9
PhD,Together,78952.0,0,1,11,2,2,5,12,6,63,2092,0,9
Graduation,Divorced,46310.0,1,0,99,2,6,1,5,8,45,309,0,9
Graduation,Together,76005.0,0,0,72,1,3,5,13,6,66,1722,1,8
Master,Single,58308.0,0,1,77,4,2,6,3,8,57,900,0,8
PhD,Divorced,55614.0,0,0,85,1,9,4,6,7,77,682,1,8
Master,Divorced,59432.0,0,1,88,3,5,3,11,5,59,663,0,8
Graduation,Divorced,55563.0,0,1,22,1,2,0,3,3,43,43,0,7
PhD,Together,78642.0,0,1,83,1,4,9,4,6,50,1816,0,8
PhD,Together,67911.0,0,1,63,3,6,7,11,3,72,976,0,7
Graduation,Married,65275.0,0,0,9,1,4,3,13,2,77,746,0,8
Graduation,Together,27203.0,1,1,92,2,1,1,2,8,71,64,0,9
Master,Together,48330.0,0,1,2,1,1,0,3,5,60,32,0,8
Basic,Married,24279.0,0,0,6,1,4,1,3,8,31,263,0,9
PhD,Married,64355.0,1,0,66,2,4,3,12,8,36,1445,0,9
Master,Together,50943.0,0,1,49,1,1,0,3,5,65,46,0,8
Graduation,Widow,53653.0,0,0,29,2,10,4,12,6,68,1210,0,9
Graduation,Married,65665.0,0,1,77,1,5,10,8,3,45,945,0,8
Graduation,Single,81217.0,0,0,77,1,3,7,11,1,32,1157,0,8
Graduation,Married,34935.0,0,0,71,1,2,1,4,7,29,137,0,8
Graduation,Divorced,61250.0,0,1,49,6,5,2,12,5,62,730,0,9
PhD,Together,39665.0,1,0,97,3,4,2,3,7,40,216,1,8
Graduation,Single,60152.0,0,1,6,1,6,4,12,3,42,943,0,8
Graduation,Married,48920.0,0,2,93,3,6,2,5,7,57,347,1,8
Master,Together,89120.0,0,0,78,1,5,6,7,1,62,1924,1,7
PhD,Together,44124.0,0,1,62,4,6,2,5,8,75,397,0,8
Master,Single,81169.0,0,0,47,1,5,7,9,2,46,2089,0,8
Graduation,Married,36443.0,1,1,9,4,3,1,3,8,60,138,0,8
Graduation,Single,26095.0,1,0,77,1,1,0,3,7,31,42,0,8
Graduation,Together,71367.0,0,0,24,1,4,5,7,2,62,777,0,8
Master,Married,80184.0,0,0,19,1,6,3,10,3,77,1902,2,7
Graduation,Divorced,30630.0,1,1,67,2,2,0,3,7,56,52,0,7
Master,Single,73454.0,0,0,95,1,2,4,6,5,34,1651,1,7
Graduation,Married,42691.0,0,0,48,1,5,1,6,5,30,358,0,8
Graduation,Married,70503.0,0,0,73,1,2,4,9,6,68,1727,2,9
Graduation,Married,25545.0,1,0,35,3,2,2,3,6,34,210,1,9
Graduation,Married,32880.0,1,0,76,1,1,0,3,8,35,42,0,9
PhD,Together,77863.0,0,0,20,1,4,5,10,2,63,1291,0,8
Master,Married,50353.0,0,0,72,1,4,4,6,3,44,442,0,7
Graduation,Single,61839.0,0,0,20,1,4,8,4,8,57,1895,0,9
PhD,Married,49154.0,1,1,69,6,4,1,8,6,61,411,0,8
2n Cycle,Widow,47682.0,0,1,80,4,4,3,8,5,46,521,0,8
Graduation,Single,72679.0,0,1,65,1,4,7,5,1,52,1168,0,8
Master,Together,57954.0,1,1,52,7,8,2,6,7,44,493,1,7
Graduation,Married,65316.0,1,1,65,2,3,2,5,4,59,260,0,8
Graduation,Single,28567.0,1,0,57,2,2,0,3,6,39,46,0,8
Master,Together,47352.0,0,1,70,4,6,1,5,7,70,319,0,8
Graduation,Together,44931.0,0,1,0,1,2,1,3,5,54,96,0,7
Graduation,Divorced,76982.0,0,0,19,1,8,3,4,4,54,1062,2,7
2n Cycle,Together,57247.0,0,1,50,2,2,1,7,2,69,232,0,8
Master,Single,22944.0,1,0,67,3,3,0,3,7,40,76,0,8
2n Cycle,Together,25315.0,1,0,46,3,3,0,3,8,44,54,0,8
Graduation,Widow,43638.0,0,1,37,2,4,1,4,7,52,201,0,9
PhD,Single,42710.0,1,0,38,2,4,5,3,6,37,406,0,9
PhD,Married,84169.0,0,0,9,1,7,6,6,3,39,1919,3,8
Graduation,Together,54058.0,0,1,56,2,4,6,8,3,45,662,0,8
2n Cycle,Married,24683.0,1,0,98,2,2,0,4,5,31,41,0,7
Graduation,Widow,85620.0,0,0,68,1,3,6,4,1,57,1600,1,7
Graduation,Married,47850.0,1,0,72,1,3,0,4,6,41,134,0,8
Graduation,Married,19514.0,1,1,47,4,3,1,2,8,53,69,2,7
Master,Married,27159.0,1,1,33,2,1,0,3,6,48,21,0,7
2n Cycle,Single,39548.0,1,1,87,2,1,1,3,3,58,54,0,7
Graduation,Single,21474.0,1,0,0,2,3,1,2,7,32,91,2,7
PhD,Single,60504.0,0,1,73,2,6,2,8,6,50,526,0,7
Graduation,Married,22419.0,0,0,74,1,3,2,2,8,58,162,0,8
Master,Married,81698.0,0,0,4,1,3,8,13,1,72,1008,1,8
Graduation,Together,43462.0,1,1,50,6,4,1,5,8,69,240,0,9
PhD,Single,54880.0,1,0,57,2,6,2,11,5,43,795,0,8
Graduation,Married,79908.0,0,0,30,1,5,6,7,2,39,1772,1,8
2n Cycle,Married,15315.0,0,0,27,2,2,0,4,5,51,64,0,8
Graduation,Together,87771.0,0,1,61,1,5,10,4,6,62,1957,5,8
Graduation,Married,33039.0,1,0,4,1,2,0,4,5,43,78,0,8
Graduation,Single,81741.0,0,0,75,0,6,6,7,2,41,1572,0,8
Master,Together,71499.0,0,1,12,2,8,3,13,4,50,795,0,8
2n Cycle,Married,62466.0,0,1,13,5,6,3,12,4,51,889,0,7
PhD,Divorced,48799.0,0,1,9,3,3,2,7,3,58,331,0,8
PhD,Together,52157.0,0,1,48,2,3,2,5,4,71,265,0,7
Graduation,Single,66565.0,0,1,80,4,4,2,9,8,59,1065,0,9
Master,Together,29298.0,1,1,60,1,1,0,2,5,70,11,0,8
Graduation,Single,47691.0,0,1,43,1,1,0,2,6,42,21,0,8
Graduation,Together,38200.0,1,1,19,1,1,0,2,7,51,17,0,9
Graduation,Married,44989.0,0,1,26,5,5,1,5,6,47,369,0,9
PhD,Married,38443.0,1,1,58,2,1,0,3,7,53,38,0,7
2n Cycle,Single,38593.0,1,0,42,3,4,1,3,8,43,177,0,8
PhD,Together,64413.0,0,1,27,1,5,1,5,5,51,279,0,8
Master,Married,36959.0,1,0,56,2,2,0,3,8,40,62,0,8
PhD,Married,61996.0,0,1,27,3,6,4,8,5,44,1230,4,8
Graduation,Married,51287.0,1,1,10,3,4,1,3,7,53,182,0,7
Graduation,Married,13260.0,1,1,48,4,3,0,3,8,51,49,0,8
PhD,Together,47472.0,1,1,39,2,2,0,4,5,55,75,0,8
Master,Together,54603.0,1,1,85,6,4,2,4,7,65,227,0,8
PhD,Married,45207.0,1,1,64,5,3,1,6,6,47,215,1,9
Graduation,Together,40689.0,0,1,69,7,7,1,5,8,70,444,0,8
2n Cycle,Together,47821.0,1,1,54,1,1,0,3,8,54,47,0,8
Master,Married,27450.0,0,0,57,1,2,1,3,7,70,143,0,8
Graduation,Together,39453.0,1,0,64,2,2,0,3,6,38,55,0,7
2n Cycle,Together,26850.0,1,1,10,4,2,1,4,4,50,63,0,7
Graduation,Widow,79800.0,0,0,65,1,5,11,5,3,66,1867,4,9
Master,Married,61794.0,0,1,74,2,4,4,10,2,60,611,0,8
Graduation,Together,53863.0,0,1,4,3,7,1,7,7,66,473,1,7
Graduation,Together,24221.0,0,0,94,1,1,1,3,4,62,55,0,8
PhD,Single,39684.0,1,0,41,2,2,1,2,7,37,81,1,9
Master,Married,92163.0,0,0,25,0,5,11,5,2,46,2086,3,9
Master,Single,69882.0,0,0,94,1,3,7,9,1,56,1478,0,8
Graduation,Together,33178.0,1,0,9,1,1,0,3,4,44,49,0,7
PhD,Married,59973.0,0,0,47,1,3,4,7,1,49,382,0,8
Master,Together,17459.0,1,0,12,3,3,1,2,7,46,69,1,8
Graduation,Divorced,23910.0,1,0,80,1,2,0,3,7,52,67,0,9
Master,Married,42169.0,1,1,20,2,1,0,3,8,52,30,0,8
2n Cycle,Married,26224.0,1,0,39,3,2,1,3,6,43,63,0,8
Graduation,Together,31089.0,1,0,57,3,3,0,4,8,40,79,0,9
Graduation,Single,30081.0,0,1,27,1,1,0,3,7,60,42,0,8
Graduation,Together,62807.0,0,1,83,3,5,3,12,5,61,819,0,9
Graduation,Single,72906.0,0,0,79,1,3,4,9,1,66,1151,0,8
PhD,Married,61467.0,0,2,69,3,5,2,10,5,73,594,0,9
Master,Together,49618.0,1,1,77,4,3,1,3,7,55,129,0,8
Master,Single,21888.0,1,0,15,4,5,1,2,10,35,213,1,9
Graduation,Widow,42429.0,0,1,99,2,1,1,3,5,48,67,0,7
Graduation,Divorced,26150.0,2,1,61,1,1,0,3,7,65,28,0,8
Basic,Married,30801.0,0,1,23,2,1,0,3,7,46,45,0,9
Graduation,Married,81168.0,0,0,84,1,6,4,7,3,56,1193,1,7
Master,Single,26877.0,0,0,74,2,3,1,6,6,52,268,0,8
Master,Widow,45006.0,0,0,90,1,3,1,7,3,77,266,0,8
Basic,Married,18978.0,1,0,41,1,1,0,3,8,48,37,0,9
Graduation,Married,22574.0,2,1,28,2,2,0,3,7,54,37,0,8
PhD,Single,48240.0,0,0,73,3,6,3,13,5,52,882,1,9
Graduation,Married,45837.0,1,1,88,5,6,2,5,7,47,373,0,8
Master,Single,35791.0,2,1,94,2,1,0,3,8,56,35,0,8
PhD,Together,162397.0,1,1,31,0,0,0,1,1,45,107,0,8
Graduation,Widow,54162.0,1,1,31,1,1,0,3,4,43,42,0,8
Master,Married,30522.0,0,1,6,5,1,2,9,2,61,326,0,9
PhD,Married,54456.0,0,1,23,3,6,1,7,6,60,404,0,8
Graduation,Single,31632.0,0,0,92,1,2,1,2,7,50,95,0,8
Graduation,Widow,72298.0,0,0,52,1,4,3,6,1,72,939,2,7
2n Cycle,Single,36975.0,1,0,50,1,1,0,3,7,43,33,0,8
2n Cycle,Married,72635.0,0,0,54,1,6,8,6,3,66,981,1,8
Graduation,Married,13624.0,1,0,93,2,2,0,3,6,45,36,0,8
Graduation,Single,84196.0,0,1,56,1,8,4,7,3,46,1237,0,8
Graduation,Together,70971.0,0,1,28,7,11,11,5,7,61,1825,1,9
PhD,Divorced,34487.0,1,1,94,3,3,0,3,9,44,103,0,9
Graduation,Single,28769.0,1,0,76,3,4,1,4,9,44,191,0,9
PhD,Married,69084.0,1,0,43,2,7,3,13,8,51,1586,0,8
PhD,Together,65488.0,0,0,46,1,3,4,6,1,63,963,0,7
2n Cycle,Married,62466.0,0,1,13,5,6,3,12,4,51,889,0,7
2n Cycle,Single,32218.0,0,0,27,1,2,1,3,7,61,93,2,7
Graduation,Single,83917.0,0,0,12,1,6,7,7,3,48,1587,1,8
Graduation,Divorced,46102.0,2,1,3,1,1,0,2,7,59,16,0,7
Graduation,Single,84574.0,0,0,72,1,9,11,11,5,69,1375,0,8
Graduation,Married,56181.0,0,1,6,1,4,2,7,4,59,393,0,8
Master,Divorced,63120.0,0,1,53,5,8,4,9,7,71,1477,1,9
Graduation,Married,73691.0,0,1,58,2,6,2,8,2,50,1179,1,8
Graduation,Together,63381.0,0,1,78,4,4,5,13,2,61,1005,0,9
PhD,Together,76140.0,0,0,57,1,5,9,6,2,73,1348,0,7
PhD,Divorced,62859.0,0,1,37,4,9,4,6,6,62,1307,0,9
Graduation,Single,45906.0,0,1,20,2,5,4,4,5,57,486,1,8
Master,Together,77632.0,0,0,73,1,4,2,6,2,74,2252,3,8
PhD,Married,46463.0,1,1,56,7,3,1,6,6,50,235,0,8
Graduation,Together,105471.0,0,0,36,0,9,8,13,3,51,1724,3,8
Master,Divorced,55282.0,1,0,9,1,3,1,6,4,51,235,0,8
Master,Married,78710.0,0,1,42,3,7,6,12,4,44,1092,0,7
Graduation,Together,66886.0,0,1,28,2,7,1,7,5,63,599,0,8
Master,Single,98777.0,0,0,23,0,4,6,9,1,61,2008,1,7
Graduation,Together,29103.0,1,0,38,2,1,0,3,9,36,48,0,9
Graduation,Married,67445.0,0,1,63,5,9,6,12,6,47,1174,0,9
PhD,Together,50616.0,0,1,71,1,1,1,4,2,71,67,0,7
Graduation,Divorced,49431.0,0,1,9,2,7,1,5,8,66,365,0,9
Graduation,Divorced,153924.0,0,0,81,0,0,0,0,0,46,6,0,7
Graduation,Together,61278.0,0,1,87,2,3,1,4,6,68,165,0,7
2n Cycle,Together,26490.0,0,0,92,2,3,1,5,6,63,210,0,9
PhD,Together,73059.0,0,1,36,1,9,3,13,4,74,1095,0,8
PhD,Single,46734.0,1,2,86,4,3,2,3,6,55,223,1,8
Graduation,Together,56253.0,0,1,83,4,7,2,9,6,58,597,0,9
Graduation,Married,19986.0,1,0,74,1,0,0,3,7,36,22,0,8
Graduation,Widow,58330.0,0,1,87,1,6,4,13,4,46,1064,0,8
Basic,Married,25965.0,0,0,29,1,2,0,3,8,41,74,0,9
Master,Together,14661.0,0,0,88,1,1,0,3,6,65,26,0,8
Graduation,Married,18690.0,0,0,77,1,1,1,2,8,62,60,0,9
PhD,Together,45068.0,0,1,25,1,1,0,2,7,47,20,0,8
Basic,Single,21063.0,1,0,34,2,2,0,3,6,34,59,0,8
PhD,Married,29187.0,1,0,43,1,1,0,3,8,53,34,0,8
2n Cycle,Married,54690.0,1,1,76,3,3,1,5,3,50,198,0,8
PhD,Married,59304.0,0,1,81,3,7,8,10,5,57,1048,0,8
Master,Single,59247.0,0,2,87,5,5,2,9,6,59,574,0,8
Graduation,Widow,66731.0,0,1,33,4,4,3,6,3,51,1029,0,9
Graduation,Married,77353.0,0,1,38,2,6,4,8,4,41,670,0,8
PhD,Single,52614.0,0,1,63,2,2,4,8,8,46,990,0,9
Graduation,Married,26751.0,2,0,26,1,1,0,2,8,47,11,0,7
PhD,Married,81300.0,0,1,17,3,10,3,5,5,58,1241,2,9
Graduation,Single,70337.0,0,0,75,1,2,2,12,1,42,576,0,7
2n Cycle,Married,36145.0,1,0,13,4,4,1,3,9,36,172,2,8
PhD,Single,65295.0,0,0,19,1,3,3,13,2,41,664,0,8
Graduation,Divorced,68118.0,0,1,51,2,8,9,4,6,58,928,0,8
Graduation,Divorced,68743.0,0,0,81,1,11,5,13,7,54,2074,0,9
2n Cycle,Together,41039.0,0,0,32,1,8,1,5,8,39,467,0,8
Graduation,Together,38946.0,0,1,84,2,3,1,6,5,66,257,0,8
Graduation,Together,65777.0,0,0,87,1,2,8,6,1,54,1146,0,8
PhD,Divorced,66476.0,0,1,99,2,5,2,11,4,45,689,0,8
PhD,Single,86857.0,0,0,96,1,5,6,10,2,49,2114,1,9
PhD,Married,160803.0,0,0,21,15,0,28,1,0,39,1717,0,9
PhD,Together,77845.0,0,0,40,1,3,5,12,1,32,1346,2,7
PhD,Together,69476.0,0,0,3,1,4,6,4,2,52,1044,0,8
PhD,Divorced,50611.0,0,1,98,6,4,5,7,6,61,493,2,9
Graduation,Single,61209.0,0,0,73,1,5,3,4,2,51,957,0,8
Master,Together,42315.0,0,1,90,3,1,4,4,3,63,270,0,8
Basic,Together,13084.0,0,0,29,1,1,0,3,6,69,29,0,8
Master,Widow,47570.0,1,1,3,3,2,2,2,7,72,121,1,8
Master,Married,61923.0,0,2,94,1,2,1,4,3,60,126,0,8
Graduation,Single,34824.0,0,0,65,1,1,0,2,6,26,23,0,7
PhD,Single,26518.0,1,1,33,3,2,0,3,8,72,57,1,8
Graduation,Single,45938.0,0,0,46,2,8,4,6,6,60,636,0,8
Graduation,Together,78468.0,0,0,29,1,10,7,10,4,61,1004,1,7
Graduation,Divorced,78901.0,0,1,99,3,9,3,5,4,48,734,0,8
Graduation,Married,71427.0,2,0,26,2,8,2,8,4,43,614,0,7
Graduation,Divorced,71022.0,0,1,30,3,5,2,11,8,43,1453,1,7
Master,Single,90247.0,0,0,27,1,3,4,7,1,33,1621,4,7
Master,Divorced,41335.0,1,0,24,3,4,1,4,7,53,187,0,8
Graduation,Married,71952.0,1,0,93,2,8,4,8,4,35,1443,2,8
PhD,Divorced,35682.0,1,0,34,1,1,1,3,2,51,57,0,7
Graduation,Divorced,43185.0,0,1,88,2,9,3,6,8,70,637,0,8
PhD,Together,66375.0,0,1,96,3,2,4,5,7,73,948,1,8
Master,Married,35178.0,1,0,10,1,1,1,2,7,50,59,2,8
Graduation,Married,25252.0,1,0,26,1,1,0,2,8,35,18,0,8
Master,Single,55250.0,0,1,49,4,7,5,10,5,56,903,0,9
Graduation,Single,33249.0,1,0,11,2,2,1,3,6,46,112,0,8
Graduation,Together,58398.0,0,0,44,3,5,4,8,4,68,596,0,8
Graduation,Together,50272.0,1,0,75,3,4,1,5,7,39,233,0,8
PhD,Married,76618.0,0,0,64,1,3,2,5,1,46,1511,0,9
2n Cycle,Divorced,87305.0,0,0,19,1,5,3,8,2,61,1152,2,9
Graduation,Together,25851.0,1,0,45,2,2,0,3,7,43,48,0,8
Graduation,Divorced,58710.0,0,1,77,6,11,5,9,6,51,1185,0,8
Graduation,Single,45160.0,1,1,9,1,1,0,2,7,63,21,0,7
Master,Married,74806.0,0,1,1,2,5,4,5,4,56,965,0,9
Graduation,Married,59111.0,0,0,90,1,11,1,8,7,67,869,0,8
PhD,Married,18988.0,1,0,43,2,1,0,3,7,37,16,0,7
Graduation,Married,72190.0,0,0,79,1,5,6,4,3,56,1947,0,8
Graduation,Married,7500.0,1,0,19,5,4,1,2,9,45,71,2,9
Graduation,Married,44794.0,0,1,99,1,2,0,3,6,55,65,0,7
Graduation,Married,80395.0,0,0,62,1,6,5,12,2,66,1380,1,8
Master,Divorced,75012.0,0,0,41,1,3,8,11,1,45,1027,0,7
Master,Married,56962.0,2,1,60,7,6,3,5,7,56,411,0,8
Graduation,Together,89891.0,0,0,17,1,11,6,8,4,30,836,1,8
PhD,Divorced,35946.0,1,1,24,1,0,0,3,5,72,11,0,8
PhD,Together,53593.0,1,1,60,8,7,2,6,8,68,480,0,9
Graduation,Married,66373.0,1,1,57,7,4,2,10,3,43,606,0,8
PhD,Divorced,45072.0,1,2,74,5,6,1,4,8,73,284,0,8
Graduation,Divorced,89694.0,1,1,22,3,4,3,4,5,48,1472,3,8
Graduation,Married,72025.0,0,0,46,1,4,8,13,2,72,1677,4,7
Graduation,Married,67432.0,0,1,69,2,8,5,4,4,48,1335,0,8
Master,Together,70545.0,0,1,29,1,4,1,7,2,69,334,0,7
Basic,Married,17487.0,1,0,37,1,1,0,2,7,32,18,0,8
Graduation,Together,62882.0,0,1,26,2,7,5,6,4,52,1338,0,9
PhD,Single,64108.0,0,1,8,4,6,9,11,5,68,1099,0,8
Master,Together,34941.0,1,1,26,2,3,0,3,8,65,97,0,8
PhD,Single,48767.0,1,2,79,3,2,1,3,5,71,63,0,7
2n Cycle,Together,38702.0,1,0,71,2,3,0,4,6,43,109,0,8
